record_id,crop_id,farmer_id,location_id,weather_id,pest_id,disease_id,crop_name,farmer_name,location_name,weather_type,pest_name,disease_name,monitoring_date,growth_stage,soil_type,irrigation_method,pest_severity,disease_severity,crop_yield_tons_ha,temperature_c,humidity_pct,rainfall_mm,soil_ph,ndvi_index,health_score,fertilizer_kg_ha,pesticide_l_ha,farm_area_ha,water_usage_l,year,month,quarter,month_name,day_of_week,week_number,total_revenue,yield_category,health_category,pest_risk_score,disease_risk_score,combined_risk,water_efficiency
REC0153,CR003,F048,LOC003,WTH001,PST003,DIS003,Maize,Farmer_F048,Up,Sunny,Thrips,Smut,2024-11-29,Flowering,Black,Rain-Fed,Medium,Critical,,31.9,58.5,149.6,7.83,0.664,52.0,153.5,32.15,14.17,265.4,2024,11,4,November,Friday,48,,,Fair,2,4,6,
REC0154,CR004,F035,LOC004,WTH002,PST004,DIS004,Soybean,Farmer_F035,Mp,Cloudy,Stem Borer,Powdery Mildew,2024-07-03,Fruiting,Sandy,Sprinkler,Medium,Medium,4.93,24.0,77.1,183.9,8.32,0.442,78.4,289.5,53.9,9.35,281.8,2024,7,3,July,Wednesday,27,691432.5,Medium,Good,2,2,4,17.4947
REC0155,CR005,F004,LOC005,WTH003,PST005,DIS005,Cotton,Farmer_F004,Rajasthan,Rainy,Bollworm,Downy Mildew,2023-10-01,Germination,Alluvial,Canal,Critical,Critical,8.4,18.8,61.6,249.6,5.25,0.454,49.0,185.3,36.03,12.61,443.6,2023,10,4,October,Sunday,39,1588860.0,Very High,Fair,4,4,8,18.936
REC0156,CR006,F023,LOC006,WTH004,PST006,DIS006,Sugarcane,Farmer_F023,Maharashtra,Humid,Locust,Leaf Spot,2024-10-18,Vegetative,Sandy,Flood,Low,Critical,3.19,36.4,86.8,233.3,8.34,0.619,43.3,201.3,59.92,10.8,242.2,2024,10,4,October,Friday,42,516780.0,Medium,Fair,1,4,5,13.1709
REC0157,CR007,F015,LOC007,WTH005,PST007,DIS007,Potato,Farmer_F015,Gujarat,Dry,Cutworm,Root Rot,2023-12-15,Germination,Alluvial,Flood,Low,High,6.2,31.7,88.5,160.6,6.83,0.849,42.9,105.1,28.56,2.13,1166.4,2023,12,4,December,Friday,50,198090.0,High,Fair,1,3,4,5.3155
REC0158,CR008,F042,LOC008,WTH006,PST008,DIS008,Tomato,Farmer_F042,Karnataka,Windy,Mealybug,Mosaic Virus,2023-04-25,Germination,Clay,Rain-Fed,High,Low,6.83,29.4,57.4,105.3,6.05,0.151,53.9,206.4,50.78,11.17,1140.3,2023,4,2,April,Tuesday,17,1144366.5,High,Fair,3,1,4,5.9897
REC0159,CR009,F005,LOC009,WTH007,PST009,DIS009,Barley,Farmer_F005,Ap,Stormy,Armyworm,Wilt,2023-10-28,Flowering,Black,Rain-Fed,Low,Medium,3.16,39.1,48.0,159.0,5.27,0.76,60.1,192.9,14.91,4.49,376.9,2023,10,4,October,Saturday,43,212826.0,Medium,Good,1,2,3,8.3842
REC0160,CR010,F050,LOC010,WTH008,PST010,DIS010,Millet,Farmer_F050,Bihar,Foggy,Leafhopper,Anthracnose,2024-03-21,Fruiting,Red,Canal,Critical,Low,6.6,36.3,68.5,196.4,6.75,0.334,88.2,96.2,59.95,9.77,1286.9,2024,3,1,March,Thursday,12,967230.0,High,Excellent,4,1,5,5.1286
REC0161,CR001,F042,LOC001,WTH001,PST001,DIS001,Wheat,Farmer_F042,Punjab,Sunny,Aphids,Blight,2023-06-11,Germination,Sandy,Flood,Medium,High,4.07,19.1,89.3,29.6,7.78,0.455,38.4,64.9,43.66,5.44,401.2,2023,6,2,June,Sunday,23,332112.0,Medium,Poor,2,3,5,10.1446
REC0162,CR002,F003,LOC002,WTH002,PST002,DIS002,Rice,Farmer_F003,Haryana,Cloudy,Whitefly,Rust,2024-04-09,Germination,Sandy,Flood,Critical,Critical,5.93,23.4,43.7,102.5,7.47,0.118,81.4,201.1,16.33,14.97,591.5,2024,4,2,April,Tuesday,15,1331581.5,High,Excellent,4,4,8,10.0254
REC0163,CR003,F049,LOC003,WTH003,PST003,DIS003,Maize,Farmer_F049,Up,Rainy,Thrips,Smut,2023-01-04,Vegetative,Red,Flood,Low,Medium,5.93,21.7,70.5,210.0,5.18,0.341,67.2,240.9,23.35,4.32,523.7,2023,1,1,January,Wednesday,1,384264.0,High,Good,1,2,3,11.3233
REC0164,CR004,F002,LOC004,WTH004,PST004,DIS004,Soybean,Farmer_F002,Mp,Humid,Stem Borer,Powdery Mildew,2023-09-27,Harvesting,Black,Flood,Medium,Low,5.25,35.1,71.1,96.0,5.26,0.502,50.2,180.9,59.89,4.55,684.0,2023,9,3,September,Wednesday,39,358312.5,High,Fair,2,1,3,7.6754
REC0165,CR005,F016,LOC005,WTH005,PST005,DIS005,Cotton,Farmer_F016,Rajasthan,Dry,Bollworm,Downy Mildew,2024-05-27,Vegetative,Black,Canal,Critical,Medium,2.13,15.9,77.7,143.0,6.41,0.145,64.5,106.7,38.61,13.99,531.1,2024,5,2,May,Monday,22,446980.5,Low,Good,4,2,6,4.0105
REC0166,CR006,F013,LOC006,WTH006,PST006,DIS006,Sugarcane,Farmer_F013,Maharashtra,Windy,Locust,Leaf Spot,2023-07-02,Fruiting,Laterite,Rain-Fed,Low,Medium,7.35,30.4,38.6,146.9,6.03,0.493,51.0,216.6,17.28,0.86,835.6,2023,7,3,July,Sunday,26,94815.0,High,Fair,1,2,3,8.7961
REC0167,CR007,F002,LOC007,WTH007,PST007,DIS007,Potato,Farmer_F002,Gujarat,Stormy,Cutworm,Root Rot,2024-06-03,Fruiting,Alluvial,Rain-Fed,Low,Medium,3.75,35.6,76.5,46.1,5.81,0.842,71.7,70.0,77.38,10.6,729.6,2024,6,2,June,Monday,23,596250.0,Medium,Good,1,2,3,5.1398
REC0168,CR008,F040,LOC008,WTH008,PST008,DIS008,Tomato,Farmer_F040,Karnataka,Foggy,Mealybug,Mosaic Virus,2023-04-19,Flowering,Clay,Drip,Low,Low,2.81,38.7,89.1,90.6,5.98,0.184,60.4,160.5,57.21,11.02,1482.5,2023,4,2,April,Wednesday,16,464493.0,Medium,Good,1,1,2,1.8954
REC0169,CR009,F010,LOC009,WTH001,PST009,DIS009,Barley,Farmer_F010,Ap,Sunny,Armyworm,Wilt,2024-10-02,Harvesting,Laterite,Rain-Fed,High,Medium,1.79,24.2,41.7,83.6,7.81,0.712,41.5,90.8,76.57,12.63,272.7,2024,10,4,October,Wednesday,40,339115.5,Low,Fair,3,2,5,6.564
REC0170,CR010,F016,LOC010,WTH002,PST010,DIS010,Millet,Farmer_F016,Bihar,Cloudy,Leafhopper,Anthracnose,2023-11-02,Fruiting,Red,Flood,High,Low,5.64,37.2,45.4,6.5,8.25,0.428,38.2,96.1,34.17,14.63,384.8,2023,11,4,November,Thursday,44,1237698.0,High,Poor,3,1,4,14.657
REC0171,CR001,F009,LOC001,WTH003,PST001,DIS001,Wheat,Farmer_F009,Punjab,Rainy,Aphids,Blight,2024-10-16,Harvesting,Laterite,Sprinkler,High,Critical,6.24,18.0,93.1,6.0,6.42,0.624,68.3,100.6,38.01,14.65,268.7,2024,10,4,October,Wednesday,42,1371240.0,High,Good,3,4,7,23.2229
REC0172,CR002,F031,LOC002,WTH004,PST002,DIS002,Rice,Farmer_F031,Haryana,Humid,Whitefly,Rust,2024-06-03,Vegetative,Loamy,Flood,Medium,Low,1.62,37.9,41.8,207.9,8.17,0.308,93.2,146.7,71.84,1.45,1013.6,2024,6,2,June,Monday,23,35235.0,Low,Excellent,2,1,3,1.5983
REC0173,CR003,F043,LOC003,WTH005,PST003,DIS003,Maize,Farmer_F043,Up,Dry,Thrips,Smut,2024-09-15,Fruiting,Red,Flood,Critical,High,5.08,18.4,85.5,68.3,6.13,0.228,54.1,62.8,42.0,12.42,270.9,2024,9,3,September,Sunday,37,946404.0,High,Fair,4,3,7,18.7523
REC0174,CR004,F008,LOC004,WTH006,PST004,DIS004,Soybean,Farmer_F008,Mp,Windy,Stem Borer,Powdery Mildew,2023-07-23,Germination,Alluvial,Rain-Fed,Medium,Medium,3.09,25.7,62.0,129.5,6.67,0.228,81.3,149.4,56.58,9.87,1287.4,2023,7,3,July,Sunday,29,457474.5,Medium,Excellent,2,2,4,2.4002
REC0175,CR005,F037,LOC005,WTH007,PST005,DIS005,Cotton,Farmer_F037,Rajasthan,Stormy,Bollworm,Downy Mildew,2023-06-06,Fruiting,Black,Drip,Medium,High,6.02,36.5,46.1,74.7,5.79,0.156,76.1,177.9,20.17,9.89,865.5,2023,6,2,June,Tuesday,23,893067.0,High,Good,2,3,5,6.9555
REC0176,CR006,F014,LOC006,WTH008,PST006,DIS006,Sugarcane,Farmer_F014,Maharashtra,Foggy,Locust,Leaf Spot,2024-01-18,Harvesting,Loamy,Canal,Low,High,2.72,19.0,86.6,235.2,7.24,0.249,95.2,170.8,35.74,2.36,885.1,2024,1,1,January,Thursday,3,96288.0,Medium,Excellent,1,3,4,3.0731
REC0177,CR007,F030,LOC007,WTH001,PST007,DIS007,Potato,Farmer_F030,Gujarat,Sunny,Cutworm,Root Rot,2023-06-15,Fruiting,Sandy,Sprinkler,Low,Critical,6.34,21.2,58.9,64.8,8.43,0.631,87.5,145.7,9.88,9.93,930.1,2023,6,2,June,Thursday,24,944343.0,High,Excellent,1,4,5,6.8165
REC0178,CR008,F045,LOC008,WTH002,PST008,DIS008,Tomato,Farmer_F045,Karnataka,Cloudy,Mealybug,Mosaic Virus,2024-07-06,Flowering,Alluvial,Sprinkler,Medium,Critical,4.21,34.5,63.5,107.4,7.11,0.805,69.7,259.8,16.48,14.75,422.1,2024,7,3,July,Saturday,27,931462.5,Medium,Good,2,4,6,9.9739
REC0179,CR009,F017,LOC009,WTH003,PST009,DIS009,Barley,Farmer_F017,Ap,Rainy,Armyworm,Wilt,2024-06-27,Germination,Red,Drip,Critical,Low,8.06,34.4,53.4,218.2,6.25,0.751,76.0,86.3,0.08,13.72,457.0,2024,6,2,June,Thursday,26,1658748.0,Very High,Good,4,1,5,17.6368
REC0180,CR010,F050,LOC010,WTH004,PST010,DIS010,Millet,Farmer_F050,Bihar,Humid,Leafhopper,Anthracnose,2023-01-01,Flowering,Clay,Flood,High,Low,2.46,32.3,68.5,210.5,7.27,0.648,92.9,176.4,3.14,6.87,614.5,2023,1,1,January,Sunday,52,253503.0,Low,Excellent,3,1,4,4.0033
REC0181,CR001,F024,LOC001,WTH005,PST001,DIS001,Wheat,Farmer_F024,Punjab,Dry,Aphids,Blight,2024-09-05,Vegetative,Loamy,Canal,Medium,Medium,3.89,33.7,40.6,46.5,5.43,0.188,58.0,65.5,78.18,1.08,971.5,2024,9,3,September,Thursday,36,63018.0,Medium,Fair,2,2,4,4.0041
REC0182,CR002,F011,LOC002,WTH006,PST002,DIS002,Rice,Farmer_F011,Haryana,Windy,Whitefly,Rust,2023-11-28,Fruiting,Clay,Canal,Medium,High,2.29,29.7,55.4,200.7,8.11,0.331,52.9,67.8,19.39,5.75,473.2,2023,11,4,November,Tuesday,48,197512.5,Low,Fair,2,3,5,4.8394
REC0183,CR003,F039,LOC003,WTH007,PST003,DIS003,Maize,Farmer_F039,Up,Stormy,Thrips,Smut,2024-05-15,Fruiting,Laterite,Canal,Critical,Critical,7.97,21.8,93.0,114.5,6.76,0.348,30.8,193.5,53.06,12.48,351.2,2024,5,2,May,Wednesday,20,1491984.0,Very High,Poor,4,4,8,22.6936
REC0184,CR004,F039,LOC004,WTH008,PST004,DIS004,Soybean,Farmer_F039,Mp,Foggy,Stem Borer,Powdery Mildew,2023-01-20,Vegetative,Loamy,Rain-Fed,Critical,Critical,7.64,24.3,46.8,120.7,6.57,0.3,87.9,191.5,67.13,10.67,1461.2,2023,1,1,January,Friday,3,1222782.0,Very High,Excellent,4,4,8,5.2286
REC0185,CR005,F048,LOC005,WTH001,PST005,DIS005,Cotton,Farmer_F048,Rajasthan,Sunny,Bollworm,Downy Mildew,2023-04-25,Flowering,Clay,Flood,Medium,Medium,3.31,19.9,72.7,33.4,7.05,0.512,86.1,269.5,44.05,7.16,228.6,2023,4,2,April,Tuesday,17,355494.0,Medium,Excellent,2,2,4,14.4794
REC0186,CR006,F046,LOC006,WTH002,PST006,DIS006,Sugarcane,Farmer_F046,Maharashtra,Cloudy,Locust,Leaf Spot,2024-01-07,Germination,Sandy,Sprinkler,Low,Critical,6.12,39.5,51.1,20.2,7.19,0.528,37.3,189.5,12.25,1.3,1243.5,2024,1,1,January,Sunday,1,119340.0,High,Poor,1,4,5,4.9216
REC0187,CR007,F008,LOC007,WTH003,PST007,DIS007,Potato,Farmer_F008,Gujarat,Rainy,Cutworm,Root Rot,2023-11-11,Flowering,Silt,Sprinkler,Low,High,7.22,30.8,80.3,182.0,5.25,0.386,70.4,289.9,58.25,6.69,1224.4,2023,11,4,November,Saturday,45,724527.0,High,Good,1,3,4,5.8968
REC0188,CR008,F050,LOC008,WTH004,PST008,DIS008,Tomato,Farmer_F050,Karnataka,Humid,Mealybug,Mosaic Virus,2023-09-03,Harvesting,Red,Flood,Medium,High,5.39,25.8,38.5,124.1,7.39,0.383,62.5,62.2,48.02,7.3,586.4,2023,9,3,September,Sunday,35,590205.0,High,Good,2,3,5,9.1917
REC0189,CR009,F011,LOC009,WTH005,PST009,DIS009,Barley,Farmer_F011,Ap,Dry,Armyworm,Wilt,2023-03-01,Flowering,Red,Sprinkler,Low,Medium,5.21,27.5,93.0,109.2,5.85,0.763,38.3,74.5,58.5,13.96,376.3,2023,3,1,March,Wednesday,9,1090974.0,High,Poor,1,2,3,13.8453
REC0190,CR010,F020,LOC010,WTH006,PST010,DIS010,Millet,Farmer_F020,Bihar,Windy,Leafhopper,Anthracnose,2023-09-04,Germination,Alluvial,Rain-Fed,Critical,High,3.19,40.6,59.5,182.4,7.5,0.731,98.6,61.0,61.58,9.8,389.3,2023,9,3,September,Monday,36,468930.0,Medium,Excellent,4,3,7,8.1942
REC0191,CR001,F007,LOC001,WTH007,PST001,DIS001,Wheat,Farmer_F007,Punjab,Stormy,Aphids,Blight,2024-08-03,Fruiting,Loamy,Canal,High,Low,2.15,19.1,45.3,191.4,7.88,0.346,45.0,96.3,78.03,5.02,1106.7,2024,8,3,August,Saturday,31,161895.0,Low,Fair,3,1,4,1.9427
REC0192,CR002,F038,LOC002,WTH008,PST002,DIS002,Rice,Farmer_F038,Haryana,Foggy,Whitefly,Rust,2023-03-22,Flowering,Clay,Sprinkler,Critical,High,7.78,30.8,34.8,39.7,7.81,0.831,34.7,185.3,45.89,8.12,1035.6,2023,3,1,March,Wednesday,12,947604.0,Very High,Poor,4,3,7,7.5126
REC0193,CR003,F002,LOC003,WTH001,PST003,DIS003,Maize,Farmer_F002,Up,Sunny,Thrips,Smut,2023-03-29,Vegetative,Laterite,Rain-Fed,High,Low,7.8,28.7,41.0,152.6,6.93,0.862,71.6,211.4,27.33,1.46,1217.6,2023,3,1,March,Wednesday,13,170820.0,Very High,Good,3,1,4,6.406
REC0194,CR004,F020,LOC004,WTH002,PST004,DIS004,Soybean,Farmer_F020,Mp,Cloudy,Stem Borer,Powdery Mildew,2024-05-12,Germination,Red,Canal,Medium,Critical,,31.5,63.8,33.8,6.82,0.361,81.7,61.4,51.88,14.6,1418.7,2024,5,2,May,Sunday,19,,,Excellent,2,4,6,
REC0195,CR005,F037,LOC005,WTH003,PST005,DIS005,Cotton,Farmer_F037,Rajasthan,Rainy,Bollworm,Downy Mildew,2023-03-12,Fruiting,Red,Flood,Medium,Low,3.87,15.5,51.9,187.8,5.5,0.384,32.3,286.5,5.48,5.72,1099.5,2023,3,1,March,Sunday,10,332046.0,Medium,Poor,2,1,3,3.5198
REC0196,CR006,F044,LOC006,WTH004,PST006,DIS006,Sugarcane,Farmer_F044,Maharashtra,Humid,Locust,Leaf Spot,2024-06-29,Germination,Laterite,Flood,High,Medium,3.94,38.5,83.9,164.2,7.71,0.505,76.1,260.5,71.79,7.43,402.6,2024,6,2,June,Saturday,26,439113.0,Medium,Good,3,2,5,9.7864
REC0197,CR007,F025,LOC007,WTH005,PST007,DIS007,Potato,Farmer_F025,Gujarat,Dry,Cutworm,Root Rot,2023-05-09,Vegetative,Sandy,Rain-Fed,Low,Medium,6.58,40.2,58.0,239.2,5.95,0.853,67.3,124.2,9.55,5.65,516.5,2023,5,2,May,Tuesday,19,557655.0,High,Good,1,2,3,12.7396
REC0198,CR008,F026,LOC008,WTH006,PST008,DIS008,Tomato,Farmer_F026,Karnataka,Windy,Mealybug,Mosaic Virus,2023-05-12,Harvesting,Clay,Rain-Fed,Medium,Medium,7.78,30.3,46.2,17.2,6.74,0.801,37.2,69.3,26.23,10.4,1294.9,2023,5,2,May,Friday,19,1213680.0,Very High,Poor,2,2,4,6.0082
REC0199,CR009,F046,LOC009,WTH007,PST009,DIS009,Barley,Farmer_F046,Ap,Stormy,Armyworm,Wilt,2024-11-06,Germination,Red,Rain-Fed,High,Medium,7.71,33.8,70.1,14.3,5.99,0.182,42.1,92.5,65.26,10.1,472.1,2024,11,4,November,Wednesday,45,1168065.0,Very High,Fair,3,2,5,16.3313
REC0200,CR010,F013,LOC010,WTH008,PST010,DIS010,Millet,Farmer_F013,Bihar,Foggy,Leafhopper,Anthracnose,2024-05-01,Germination,Alluvial,Sprinkler,Low,Medium,6.96,39.9,75.9,70.5,5.47,0.414,69.8,81.7,47.78,10.87,294.3,2024,5,2,May,Wednesday,18,1134828.0,High,Good,1,2,3,23.6493
REC0201,CR001,F005,LOC001,WTH001,PST001,DIS001,Wheat,Farmer_F005,Punjab,Sunny,Aphids,Blight,2024-07-16,Flowering,Red,Flood,High,High,5.99,34.1,40.9,65.4,7.2,0.543,50.7,80.8,31.49,4.39,1114.3,2024,7,3,July,Tuesday,29,394441.5,High,Fair,3,3,6,5.3756
REC0202,CR002,F038,LOC002,WTH002,PST002,DIS002,Rice,Farmer_F038,Haryana,Cloudy,Whitefly,Rust,2023-06-19,Vegetative,Black,Sprinkler,Medium,Critical,2.09,19.1,40.9,61.7,5.19,0.503,95.7,179.6,37.87,5.08,723.3,2023,6,2,June,Monday,25,159258.0,Low,Excellent,2,4,6,2.8895
REC0203,CR003,F045,LOC003,WTH003,PST003,DIS003,Maize,Farmer_F045,Up,Rainy,Thrips,Smut,2023-09-29,Vegetative,Silt,Sprinkler,Medium,Low,2.63,30.6,32.4,226.6,7.62,0.255,87.3,111.5,68.36,2.32,1396.1,2023,9,3,September,Friday,39,91524.0,Medium,Excellent,2,1,3,1.8838
REC0204,CR004,F041,LOC004,WTH004,PST004,DIS004,Soybean,Farmer_F041,Mp,Humid,Stem Borer,Powdery Mildew,2024-06-24,Harvesting,Sandy,Canal,Critical,Low,7.79,31.4,77.9,62.4,6.11,0.787,98.8,139.5,27.2,10.0,1045.3,2024,6,2,June,Monday,26,1168500.0,Very High,Excellent,4,1,5,7.4524
REC0205,CR005,F016,LOC005,WTH005,PST005,DIS005,Cotton,Farmer_F016,Rajasthan,Dry,Bollworm,Downy Mildew,2024-09-13,Vegetative,Loamy,Rain-Fed,High,Critical,5.75,26.5,73.1,68.0,5.0,0.642,48.2,297.4,69.57,1.08,317.5,2024,9,3,September,Friday,37,93150.0,High,Fair,3,4,7,18.1102
REC0206,CR006,F007,LOC006,WTH006,PST006,DIS006,Sugarcane,Farmer_F007,Maharashtra,Windy,Locust,Leaf Spot,2024-03-09,Germination,Clay,Sprinkler,Low,Medium,1.56,34.9,60.9,189.8,6.79,0.77,97.9,221.1,7.05,9.17,1432.2,2024,3,1,March,Saturday,10,214578.0,Low,Excellent,1,2,3,1.0892
REC0207,CR007,F045,LOC007,WTH007,PST007,DIS007,Potato,Farmer_F045,Gujarat,Stormy,Cutworm,Root Rot,2023-08-05,Harvesting,Laterite,Canal,Medium,Medium,2.21,40.2,84.9,112.4,5.16,0.787,60.2,287.2,62.14,13.11,536.1,2023,8,3,August,Saturday,31,434596.5,Low,Good,2,2,4,4.1224
REC0208,CR008,F050,LOC008,WTH008,PST008,DIS008,Tomato,Farmer_F050,Karnataka,Foggy,Mealybug,Mosaic Virus,2024-07-06,Vegetative,Alluvial,Drip,Critical,Low,6.14,40.0,82.4,194.2,5.97,0.699,54.3,85.6,67.8,13.42,638.4,2024,7,3,July,Saturday,27,1235982.0,High,Fair,4,1,5,9.6178
REC0209,CR009,F020,LOC009,WTH001,PST009,DIS009,Barley,Farmer_F020,Ap,Sunny,Armyworm,Wilt,2024-12-07,Harvesting,Sandy,Canal,Critical,Medium,1.54,27.2,68.0,16.3,7.47,0.451,33.5,145.5,14.55,7.01,722.9,2024,12,4,December,Saturday,49,161931.0,Low,Poor,4,2,6,2.1303
REC0210,CR010,F044,LOC010,WTH002,PST010,DIS010,Millet,Farmer_F044,Bihar,Cloudy,Leafhopper,Anthracnose,2023-07-25,Vegetative,Black,Drip,Low,High,2.63,18.1,86.4,121.9,5.22,0.588,33.7,188.7,34.43,7.16,266.6,2023,7,3,July,Tuesday,30,282462.0,Medium,Poor,1,3,4,9.865
REC0211,CR001,F039,LOC001,WTH003,PST001,DIS001,Wheat,Farmer_F039,Punjab,Rainy,Aphids,Blight,2024-12-31,Vegetative,Black,Drip,Medium,High,5.34,41.6,43.4,8.4,7.94,0.228,78.4,69.2,13.24,1.62,845.5,2024,12,4,December,Tuesday,1,129762.0,High,Good,2,3,5,6.3158
REC0212,CR002,F008,LOC002,WTH004,PST002,DIS002,Rice,Farmer_F008,Haryana,Humid,Whitefly,Rust,2023-11-16,Flowering,Laterite,Drip,Critical,High,6.34,37.7,37.3,15.7,5.01,0.639,62.1,51.0,56.53,10.23,360.3,2023,11,4,November,Thursday,46,972873.0,High,Good,4,3,7,17.5964
REC0213,CR003,F037,LOC003,WTH005,PST003,DIS003,Maize,Farmer_F037,Up,Dry,Thrips,Smut,2024-02-13,Vegetative,Silt,Drip,Low,Critical,6.06,18.4,47.5,226.6,5.86,0.243,45.9,217.6,42.83,12.41,721.3,2024,2,1,February,Tuesday,7,1128069.0,High,Fair,1,4,5,8.4015
REC0214,CR004,F003,LOC004,WTH006,PST004,DIS004,Soybean,Farmer_F003,Mp,Windy,Stem Borer,Powdery Mildew,2024-11-18,Harvesting,Black,Rain-Fed,Low,Critical,3.07,39.9,33.7,34.8,7.59,0.655,73.0,210.5,50.83,4.05,655.9,2024,11,4,November,Monday,47,186502.5,Medium,Good,1,4,5,4.6806
REC0215,CR005,F023,LOC005,WTH007,PST005,DIS005,Cotton,Farmer_F023,Rajasthan,Stormy,Bollworm,Downy Mildew,2024-10-27,Germination,Laterite,Sprinkler,High,High,6.49,38.5,64.5,133.1,6.11,0.284,47.7,152.7,15.72,6.61,1204.7,2024,10,4,October,Sunday,43,643483.5,High,Fair,3,3,6,5.3872
REC0216,CR006,F035,LOC006,WTH008,PST006,DIS006,Sugarcane,Farmer_F035,Maharashtra,Foggy,Locust,Leaf Spot,2024-01-18,Flowering,Silt,Sprinkler,High,Critical,3.16,29.0,90.9,102.8,5.36,0.194,70.4,172.4,16.94,12.66,1244.1,2024,1,1,January,Thursday,3,600084.0,Medium,Good,3,4,7,2.54
REC0217,CR007,F028,LOC007,WTH001,PST007,DIS007,Potato,Farmer_F028,Gujarat,Sunny,Cutworm,Root Rot,2024-03-24,Vegetative,Sandy,Drip,Medium,High,3.78,31.0,32.6,86.8,6.26,0.232,55.1,153.9,3.32,13.22,399.4,2024,3,1,March,Sunday,12,749574.0,Medium,Fair,2,3,5,9.4642
REC0218,CR008,F043,LOC008,WTH002,PST008,DIS008,Tomato,Farmer_F043,Karnataka,Cloudy,Mealybug,Mosaic Virus,2024-06-13,Vegetative,Clay,Sprinkler,Critical,Medium,6.73,25.8,37.9,225.0,5.95,0.102,87.6,56.0,25.77,4.03,676.5,2024,6,2,June,Thursday,24,406828.5,High,Excellent,4,2,6,9.9483
REC0219,CR009,F024,LOC009,WTH003,PST009,DIS009,Barley,Farmer_F024,Ap,Rainy,Armyworm,Wilt,2024-04-07,Harvesting,Sandy,Drip,Critical,Critical,6.05,16.5,59.4,5.5,7.95,0.675,87.4,133.8,44.78,8.48,685.4,2024,4,2,April,Sunday,14,769560.0,High,Excellent,4,4,8,8.827
REC0220,CR010,F005,LOC010,WTH004,PST010,DIS010,Millet,Farmer_F005,Bihar,Humid,Leafhopper,Anthracnose,2023-05-04,Flowering,Laterite,Sprinkler,High,High,7.44,24.1,90.7,165.9,6.1,0.686,63.4,94.3,68.63,3.29,396.8,2023,5,2,May,Thursday,18,367164.0,High,Good,3,3,6,18.75
REC0221,CR001,F033,LOC001,WTH005,PST001,DIS001,Wheat,Farmer_F033,Punjab,Dry,Aphids,Blight,2023-09-11,Vegetative,Clay,Canal,Medium,Critical,6.1,36.7,50.6,240.8,7.76,0.512,54.6,74.6,53.35,1.98,1238.0,2023,9,3,September,Monday,37,181170.0,High,Fair,2,4,6,4.9273
REC0222,CR002,F042,LOC002,WTH006,PST002,DIS002,Rice,Farmer_F042,Haryana,Windy,Whitefly,Rust,2023-08-19,Germination,Laterite,Rain-Fed,Critical,Low,5.48,15.1,63.0,140.0,8.12,0.229,55.4,289.2,34.83,13.71,1119.4,2023,8,3,August,Saturday,33,1126962.0,High,Fair,4,1,5,4.8955
REC0223,CR003,F022,LOC003,WTH007,PST003,DIS003,Maize,Farmer_F022,Up,Stormy,Thrips,Smut,2023-03-07,Germination,Sandy,Flood,Low,Low,2.16,24.0,32.7,234.2,6.52,0.167,86.4,199.8,76.25,12.4,447.5,2023,3,1,March,Tuesday,10,401760.0,Low,Excellent,1,1,2,4.8268
REC0224,CR004,F001,LOC004,WTH008,PST004,DIS004,Soybean,Farmer_F001,Mp,Foggy,Stem Borer,Powdery Mildew,2023-12-13,Vegetative,Red,Drip,Low,High,4.07,25.8,39.6,13.1,8.18,0.115,53.0,232.2,57.54,11.52,676.7,2023,12,4,December,Wednesday,50,703296.0,Medium,Fair,1,3,4,6.0145
REC0225,CR005,F027,LOC005,WTH001,PST005,DIS005,Cotton,Farmer_F027,Rajasthan,Sunny,Bollworm,Downy Mildew,2023-01-22,Germination,Red,Canal,Low,High,3.36,29.5,94.1,104.7,6.32,0.233,44.6,128.8,74.41,1.21,337.5,2023,1,1,January,Sunday,3,60984.0,Medium,Fair,1,3,4,9.9556
REC0226,CR006,F032,LOC006,WTH002,PST006,DIS006,Sugarcane,Farmer_F032,Maharashtra,Cloudy,Locust,Leaf Spot,2024-08-25,Flowering,Sandy,Canal,Low,High,3.21,39.8,92.7,65.0,8.37,0.813,35.9,148.3,42.21,12.73,1016.7,2024,8,3,August,Sunday,34,612949.5,Medium,Poor,1,3,4,3.1573
REC0227,CR007,F007,LOC007,WTH003,PST007,DIS007,Potato,Farmer_F007,Gujarat,Rainy,Cutworm,Root Rot,2024-07-21,Vegetative,Black,Rain-Fed,High,Low,8.31,24.4,30.3,182.7,5.31,0.293,62.7,109.2,20.71,6.85,357.8,2024,7,3,July,Sunday,29,853852.5,Very High,Good,3,1,4,23.2253
REC0228,CR008,F028,LOC008,WTH004,PST008,DIS008,Tomato,Farmer_F028,Karnataka,Humid,Mealybug,Mosaic Virus,2023-08-24,Harvesting,Black,Rain-Fed,Medium,Critical,4.25,24.4,91.9,245.3,7.4,0.383,63.7,74.2,4.23,5.46,1481.7,2023,8,3,August,Thursday,34,348075.0,Medium,Good,2,4,6,2.8683
REC0229,CR009,F024,LOC009,WTH005,PST009,DIS009,Barley,Farmer_F024,Ap,Dry,Armyworm,Wilt,2024-08-25,Flowering,Clay,Drip,Low,Low,7.74,34.9,71.5,64.1,6.73,0.184,88.9,94.8,58.09,8.42,1214.9,2024,8,3,August,Sunday,34,977562.0,Very High,Excellent,1,1,2,6.3709
